,id,pid,ms_subclass,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,paved_drive_Y,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,heating_GasW,heating_Grav,heating_OthW,heating_Wall,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,bsmt_exposure_2.0,bsmt_exposure_3.0,bsmt_exposure_4.0,bsmtfin_type_1_BLQ,bsmtfin_type_1_GLQ,bsmtfin_type_1_LwQ,bsmtfin_type_1_Rec,bsmtfin_type_1_Unf,total_sq_ft
300,1180,533250110,120,22.0,11064,Pave,1,Lvl,3,CulDSac,2,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,None,0.0,3,2,4.0,3.0,560.0,GLQ,670.0,0.0,1230.0,4,Y,1239,0,0,1239,1.0,0.0,1,1,1,1,3,4,7,1,2.0,Attchd,1995.0,Fin,2.0,477.0,3.0,3.0,172,24,0,0,0,0,0,8,2008,217500,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3895.0
301,1553,910226040,50,75.0,9000,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,Wd Shng,BrkFace,162.0,2,2,3.0,3.0,330.0,Unf,0.0,821.0,1151.0,3,Y,1151,804,0,1955,0.0,0.0,2,0,4,1,2,7,7,0,0.0,Attchd,1958.0,Fin,1.0,356.0,3.0,3.0,0,0,0,0,0,0,0,1,2008,165500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4257.0
302,928,909425060,70,75.0,12000,Pave,3,Bnk,3,Inside,2,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,None,0.0,2,2,3.0,3.0,275.0,Unf,0.0,429.0,704.0,4,Y,860,704,0,1564,0.0,0.0,1,1,3,1,1,7,7,1,4.0,Attchd,1941.0,Unf,1.0,234.0,3.0,3.0,0,0,0,0,0,0,0,7,2009,174500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2972.0
303,1512,908276140,80,62.0,7692,Pave,3,Bnk,3,Inside,1,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,None,0.0,2,2,5.0,3.0,0.0,Unf,0.0,416.0,416.0,3,Y,1204,0,0,1204,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Basment,1954.0,Unf,1.0,312.0,3.0,3.0,0,0,0,0,0,0,0,11,2008,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2036.0
304,3,526351010,20,81.0,14267,Pave,2,Lvl,3,Corner,2,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,BrkFace,108.0,2,2,3.0,3.0,923.0,Unf,0.0,406.0,1329.0,2,Y,1329,0,0,1329,0.0,0.0,1,1,3,1,3,6,7,0,0.0,Attchd,1958.0,Unf,1.0,312.0,3.0,3.0,393,36,0,0,0,0,12500,6,2010,172000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4416.0
305,2140,907202220,20,75.0,9675,Pave,3,Lvl,3,Corner,2,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,None,0.0,2,2,3.0,3.0,330.0,Rec,432.0,102.0,864.0,2,Y,879,0,0,879,0.0,0.0,1,0,3,1,2,5,7,0,0.0,Attchd,1975.0,Unf,2.0,440.0,3.0,3.0,0,80,0,0,0,0,0,9,2007,120000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2687.0
306,553,531477020,20,60.0,8400,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,AsbShng,None,0.0,1,1,3.0,2.0,0.0,Unf,0.0,721.0,721.0,3,Y,841,0,0,841,0.0,0.0,1,0,2,1,2,4,7,0,0.0,CarPort,1950.0,Unf,1.0,294.0,3.0,3.0,250,0,24,0,0,0,0,9,2009,82000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2533.0
307,2594,535354130,50,50.0,7500,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,None,0.0,2,2,3.0,3.0,0.0,Unf,0.0,784.0,784.0,4,Y,900,412,0,1312,0.0,0.0,1,1,3,1,2,6,7,0,0.0,Detchd,1953.0,Unf,2.0,649.0,3.0,3.0,0,28,0,0,0,0,0,10,2006,127000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2908.0
308,1314,902305080,75,60.0,9600,Pave,3,Lvl,3,Inside,2,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,None,0.0,2,2,4.0,3.0,319.0,Unf,0.0,416.0,735.0,1,N,1134,924,0,2058,0.0,0.0,1,1,3,1,2,8,7,1,4.0,Detchd,1950.0,Unf,2.0,396.0,2.0,2.0,0,0,259,0,0,0,0,4,2008,129500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3528.0
309,366,527182110,120,0.0,5814,Pave,2,Lvl,3,CulDSac,2,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,HdBoard,None,0.0,3,2,4.0,3.0,1036.0,Unf,0.0,184.0,1220.0,3,Y,1360,0,0,1360,1.0,0.0,1,0,1,1,3,4,7,1,5.0,Attchd,1984.0,RFn,2.0,565.0,3.0,3.0,63,0,0,0,0,0,0,8,2009,187500,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3863.0
310,1462,907255060,20,0.0,14860,Pave,1,Lvl,3,CulDSac,2,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,BrkFace,240.0,3,2,5.0,3.0,1538.0,Unf,0.0,240.0,1778.0,4,Y,1786,0,0,1786,1.0,0.0,2,0,3,1,3,6,7,1,4.0,Attchd,2002.0,RFn,3.0,715.0,3.0,3.0,182,35,0,0,0,0,0,6,2008,300000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5559.0
311,2541,534250300,60,0.0,14803,Pave,2,Lvl,3,CulDSac,2,Norm,1Fam,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,252.0,2,2,3.0,3.0,416.0,Unf,0.0,409.0,825.0,3,Y,1097,896,0,1993,0.0,0.0,2,1,4,1,2,8,7,1,4.0,Attchd,1971.0,RFn,2.0,495.0,3.0,3.0,0,66,0,0,0,0,0,6,2006,190000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3709.0
312,2088,905480090,50,50.0,7550,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1.5Fin,4,5,1920,1950,Gambrel,CompShg,MetalSd,None,0.0,1,1,3.0,2.0,0.0,Unf,0.0,951.0,951.0,1,N,986,376,0,1362,0.0,0.0,2,0,4,1,2,7,7,0,0.0,Detchd,1920.0,Unf,1.0,280.0,2.0,3.0,0,0,0,0,0,0,0,3,2007,96000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3264.0
313,527,528480130,60,65.0,8125,Pave,3,Lvl,3,Inside,2,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CmentBd,Stone,100.0,3,2,4.0,3.0,812.0,Unf,0.0,280.0,1092.0,4,Y,1112,438,0,1550,1.0,0.0,2,0,2,1,3,7,7,0,0.0,Attchd,2007.0,Fin,2.0,438.0,3.0,3.0,0,168,0,0,0,0,0,10,2009,241000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3902.0
314,1824,532376090,20,40.0,13673,Pave,2,Lvl,3,CulDSac,2,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,None,0.0,2,3,3.0,3.0,0.0,Unf,0.0,1140.0,1140.0,2,Y,1696,0,0,1696,0.0,0.0,1,1,3,1,2,8,6,1,3.0,Attchd,1962.0,RFn,1.0,349.0,3.0,3.0,0,30,0,0,0,0,0,3,2007,143900,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4006.0
315,2918,923228180,160,21.0,1533,Pave,3,Lvl,3,Inside,2,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CmentBd,None,0.0,2,2,3.0,3.0,408.0,Unf,0.0,138.0,546.0,2,Y,546,546,0,1092,0.0,0.0,1,1,3,1,2,5,7,0,0.0,CarPort,1970.0,Unf,1.0,286.0,3.0,3.0,0,0,0,0,0,0,0,12,2006,87550,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2184.0
316,49,528180070,120,61.0,7658,Pave,3,Lvl,3,Inside,2,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,BrkFace,412.0,4,2,5.0,3.0,456.0,Unf,0.0,1296.0,1752.0,4,Y,1752,0,0,1752,1.0,0.0,2,0,2,1,4,6,7,1,4.0,Attchd,2005.0,RFn,2.0,576.0,3.0,3.0,196,82,0,0,0,0,0,2,2010,319900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5534.0
317,2332,527210050,60,63.0,12292,Pave,2,HLS,3,CulDSac,2,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,184.0,3,2,5.0,4.0,205.0,Unf,0.0,889.0,1094.0,4,Y,1102,1371,0,2473,0.0,0.0,2,1,4,1,3,11,7,1,4.0,BuiltIn,2006.0,Fin,3.0,675.0,3.0,3.0,246,39,0,0,0,0,0,7,2006,356383,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4946.0
318,826,906380100,20,122.0,11923,Pave,2,Lvl,3,Corner,2,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,3,2,5.0,3.0,0.0,Unf,0.0,1800.0,1800.0,4,Y,1800,0,0,1800,0.0,0.0,2,0,2,1,4,7,7,0,0.0,Attchd,2007.0,Fin,2.0,702.0,3.0,3.0,288,136,0,0,0,0,0,5,2009,239000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5824.0
319,1108,528365080,60,91.0,10010,Pave,3,Lvl,3,Inside,2,Norm,1Fam,2Story,7,5,1993,1994,Hip,WdShake,VinylSd,BrkFace,320.0,3,2,4.0,3.0,228.0,GLQ,852.0,0.0,1080.0,4,Y,1108,1089,0,2197,1.0,0.0,2,1,4,1,3,9,7,1,4.0,Attchd,1993.0,Fin,3.0,783.0,3.0,3.0,385,99,0,0,0,0,0,7,2008,287500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4841.0
320,2041,903475040,50,0.0,12358,Pave,2,Lvl,3,Inside,2,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,None,0.0,2,2,3.0,3.0,360.0,Unf,0.0,360.0,720.0,2,Y,854,0,528,1382,0.0,0.0,1,1,2,1,2,7,7,0,0.0,Detchd,1991.0,Unf,2.0,660.0,3.0,3.0,237,0,0,0,0,0,0,5,2007,128500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3059.0
321,57,528240130,60,63.0,8577,Pave,2,Lvl,3,Inside,2,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,3,2,4.0,3.0,0.0,Unf,0.0,847.0,847.0,4,Y,847,886,0,1733,0.0,0.0,2,1,3,1,3,7,7,1,4.0,BuiltIn,2004.0,Fin,2.0,433.0,3.0,3.0,144,48,0,0,0,0,0,4,2010,185088,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3619.0
322,520,528458060,20,72.0,8640,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,None,0.0,3,2,4.0,3.0,0.0,Unf,0.0,1402.0,1402.0,4,Y,1402,0,0,1402,0.0,0.0,2,0,3,1,3,7,7,0,0.0,Attchd,2008.0,RFn,2.0,625.0,3.0,3.0,205,126,0,0,0,0,0,5,2009,229800,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4537.0
323,2305,923425030,20,62.0,10447,Pave,3,Lvl,3,Inside,2,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,None,0.0,2,2,3.0,3.0,516.0,Unf,0.0,348.0,864.0,2,Y,887,0,0,887,0.0,1.0,1,0,3,1,2,5,7,0,0.0,Attchd,1984.0,RFn,1.0,288.0,3.0,3.0,140,0,0,0,0,0,0,12,2007,124500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2755.0
324,2533,534201230,20,80.0,9600,Pave,3,Lvl,3,Corner,2,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,None,0.0,2,2,3.0,3.0,758.0,Unf,0.0,293.0,1051.0,3,Y,1051,0,0,1051,1.0,0.0,1,0,3,1,2,6,7,0,0.0,Attchd,1968.0,RFn,2.0,504.0,3.0,3.0,0,0,0,0,0,0,0,7,2006,142000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3153.0
325,2852,909250200,70,69.0,4899,Pave,3,HLS,3,Corner,2,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,None,0.0,2,2,3.0,3.0,305.0,Unf,0.0,450.0,755.0,4,Y,755,755,0,1510,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Detchd,1920.0,Unf,1.0,216.0,3.0,3.0,0,0,164,0,0,0,0,6,2006,149000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3020.0
326,1198,534250010,90,87.0,9246,Pave,2,Lvl,3,Inside,2,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,BrkFace,564.0,2,2,3.0,3.0,0.0,Unf,0.0,1656.0,1656.0,2,Y,1656,0,0,1656,0.0,0.0,2,0,4,2,2,8,7,0,0.0,Detchd,1973.0,Unf,2.0,506.0,3.0,3.0,0,211,0,0,0,0,0,11,2008,135000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5179.0
327,1681,527452100,120,0.0,4928,Pave,2,Lvl,3,Inside,2,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,None,0.0,2,2,4.0,3.0,120.0,Unf,0.0,958.0,1078.0,2,Y,958,0,0,958,0.0,0.0,2,0,2,1,2,5,7,1,3.0,Attchd,1977.0,RFn,2.0,440.0,3.0,3.0,0,205,0,0,0,0,0,2,2007,128000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3319.0
329,1825,532377050,20,84.0,7476,Pave,3,Lvl,3,Corner,2,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,None,0.0,2,2,3.0,3.0,812.0,Unf,0.0,228.0,1040.0,2,Y,1040,0,0,1040,1.0,0.0,1,1,3,1,2,5,7,0,0.0,Detchd,1991.0,Fin,2.0,686.0,3.0,3.0,188,0,0,0,0,0,0,6,2007,145000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3308.0
330,2208,909254150,50,53.0,5362,Pave,3,Lvl,3,Corner,2,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Shng,None,0.0,2,2,3.0,3.0,0.0,Unf,0.0,661.0,661.0,4,Y,661,589,0,1250,0.0,0.0,2,0,3,1,2,8,7,1,4.0,Detchd,1985.0,Unf,2.0,552.0,3.0,3.0,242,0,81,0,0,0,0,11,2007,139000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2814.0
331,1646,527302020,80,78.0,12090,Pave,3,Lvl,3,Inside,2,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,BrkFace,74.0,2,2,4.0,3.0,0.0,Unf,0.0,585.0,585.0,4,Y,1140,728,0,1868,0.0,0.0,3,1,3,1,2,7,7,1,3.0,BuiltIn,1984.0,Fin,2.0,477.0,3.0,3.0,268,112,0,0,147,0,0,1,2007,178000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3418.0
332,1060,528118090,60,96.0,12539,Pave,3,Lvl,3,Inside,2,Norm,1Fam,2Story,10,5,2005,2006,Hip,CompShg,CmentBd,BrkFace,468.0,4,2,5.0,3.0,1082.0,Unf,0.0,538.0,1620.0,4,Y,1632,1158,0,2790,1.0,0.0,2,1,4,1,4,10,7,1,5.0,BuiltIn,2005.0,Fin,4.0,1150.0,3.0,3.0,30,200,0,0,192,0,0,6,2008,460000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6260.0
